timestamp,open,high,low,close,volume
2024-05-17 09:15:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:16:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:17:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:18:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:19:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:20:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:21:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:22:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:23:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:24:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:25:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:26:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:27:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:28:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:29:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:30:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:31:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:32:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:33:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:34:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:35:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:36:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:37:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:38:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:39:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:40:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:41:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:42:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:43:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:44:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:45:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:46:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:47:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:48:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:49:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:50:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:51:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:52:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:53:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:54:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:55:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:56:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:57:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:58:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 09:59:00+05:30,128300.0,128300.0,128300.0,128300.0,0
2024-05-17 10:00:00+05:30,128300.0,128300.0,128300.0,128300.0,0